marker	target	nA	nB	sensitive.threshold	med.grpA	med.grpB	med.grpA-med.grpB	count.grpA.sens	count.grpB.sens	percent.grpA.sens	percent.grpB.sens	min.grpA	min.grpB	spearman.r	spearman.p	wilcox.p	mptest.p
BREAST	MAGI3_ENSG00000081026	27	90	-2.53	-0.49	-0.415	-0.075	2	1	7.40740740740741	1.11111111111111	-3.6	-3.79	-0.0405447174136609	0.332134026030117	0.332345646838582	NA
BREAST	MAK_ENSG00000111837	27	90	-1.51375	-0.15	0.085	-0.235	1	2	3.7037037037037	2.22222222222222	-1.72	-2.42	-0.200968381071431	0.0152638342918729	0.0157051653163712	NA
BREAST	MAP2K1_ENSG00000169032	27	90	-2.095	0.15	0.295	-0.145	1	1	3.7037037037037	1.11111111111111	-2.65	-3.17	-0.0288320151015925	0.378819872752324	0.379309186376115	NA
BREAST	MAP2K2_ENSG00000126934	27	90	-0.98875	0.625	0.57	0.055	1	3	3.7037037037037	3.33333333333333	-1.41	-1.18	-0.00710001970002495	0.469851817381259	0.470971165378881	NA
BREAST	MAP2K3_ENSG00000034152	27	90	-3.605	-1.09	-0.81	-0.28	3	1	11.1111111111111	1.11111111111111	-4.61	-4.29	-0.0979083511090115	0.146814046153323	0.146567177915124	NA
BREAST	MAP2K4_ENSG00000065559	27	90	-1.16625	0.205	0.535	-0.33	0	2	0	2.22222222222222	-1.05	-2.06	-0.124098620627227	0.0922138025276016	0.0921718396028012	NA
BREAST	MAP2K5_ENSG00000137764	27	90	-0.655	0.395	0.735	-0.34	2	4	7.40740740740741	4.44444444444444	-0.99	-1.58	-0.209912011864033	0.0118611541358805	0.0122962220139596	NA
BREAST	MAP2K6_ENSG00000108984	27	90	-1.345	0.31	0.345	-0.035	0	2	0	2.22222222222222	-1.19	-2.09	0.0654150148863971	0.756340400256517	0.758607944019454	NA
BREAST	MAP2K7_ENSG00000076984	27	90	-3.925	-1.12	-0.765	-0.355	1	4	3.7037037037037	4.44444444444444	-5.51	-9.48	-0.0636701036244875	0.247620862337871	0.247457204541275	NA
BREAST	MAP3K1_ENSG00000095015	27	90	-2.955	0.33	-0.235	0.565	0	4	0	4.44444444444444	-2.38	-6.59	0.262490979073526	0.997875796789711	0.997675137682755	NA
BREAST	MAP3K10_ENSG00000130758	27	90	-1.395	0.48	0.595	-0.115	1	1	3.7037037037037	1.11111111111111	-1.47	-1.74	-0.0127018694597938	0.446412765694035	0.447401825991865	NA
BREAST	MAP3K11_ENSG00000173327	27	90	-3.0825	-0.99	-0.25	-0.74	0	0	0	0	-2.67	-2.5	-0.22627497584365	0.00729437823357745	0.0076918379877091	NA
BREAST	MAP3K12_ENSG00000139625	27	90	-1.61	0.18	-0.01	0.19	1	0	3.7037037037037	0	-1.69	-1.41	0.0450524712858997	0.685214182695243	0.687389685067922	NA
BREAST	MAP3K13_ENSG00000073803	27	90	-2.47	0.22	-0.24	0.46	0	3	0	3.33333333333333	-1.33	-2.88	0.218043748134852	0.9909036237753	0.990654516277276	NA
BREAST	MAP3K14_ENSG00000006062	27	90	-1.605	-0.23	0.355	-0.585	3	4	11.1111111111111	4.44444444444444	-2.14	-3.12	-0.309649629847565	0.00034025839615043	0.000431440783014737	NA
BREAST	MAP3K15_ENSG00000180815	27	90	-1.17	0.28	0.14	0.14	1	5	3.7037037037037	5.55555555555556	-1.88	-3.46	0.101216558027631	0.861229779901375	0.862884423391976	NA
BREAST	MAP3K2_ENSG00000169967	27	90	-1.0525	0.795	0.72	0.075	0	6	0	6.66666666666667	-0.43	-8.84	0.0416753104933683	0.671547002526376	0.673727126473314	NA
BREAST	MAP3K3_ENSG00000198909	27	90	-2.645	-0.44	-0.795	0.355	0	4	0	4.44444444444444	-2.23	-5.05	0.175098689459178	0.970504624246241	0.970561144475828	NA
BREAST	MAP3K4_ENSG00000085511	27	90	-0.51	-0.09	0.99	-1.08	11	1	40.7407407407407	1.11111111111111	-12.77	-0.95	-0.354704484598089	4.35637557429081e-05	6.75285609156033e-05	NA
BREAST	MAP3K5_ENSG00000197442	27	90	-1.265	0.375	0.575	-0.2	0	2	0	2.22222222222222	-0.55	-1.76	-0.107428656662376	0.125517932706709	0.125332938546412	NA
BREAST	MAP3K6_ENSG00000142733	27	90	-2.26125	0.16	0	0.16	0	3	0	3.33333333333333	-1.68	-3.04	0.0191390731663599	0.580792161696208	0.582601818032484	NA
BREAST	MAP3K7_ENSG00000135341	27	90	-3.49	-1.04	-0.4	-0.64	1	1	3.7037037037037	1.11111111111111	-4.62	-3.75	-0.176295759006612	0.0286263365985526	0.0290111937231405	NA
BREAST	TAB1_ENSG00000100324	27	90	-1.405	0.64	0.385	0.255	0	2	0	2.22222222222222	-0.5	-1.59	0.169692237049988	0.96630650176473	0.966440480023728	NA
BREAST	MAP3K8_ENSG00000107968	27	90	-3.165	-0.53	-0.55	0.02	0	3	0	3.33333333333333	-1.91	-10.18	0.0621677514678875	0.747253453331506	0.749463303361479	NA
BREAST	MAP3K9_ENSG00000006432	27	90	-3.615	-0.81	-1.12	0.31	0	4	0	4.44444444444444	-2.92	-5.35	0.10361563661013	0.866874279346718	0.868474563830322	NA
BREAST	MAP4K1_ENSG00000104814	27	90	-3.18	-0.05	-0.77	0.72	1	2	3.7037037037037	2.22222222222222	-3.3	-5.48	0.321958105121083	0.999799829340325	0.999740573439985	NA
BREAST	MAP4K2_ENSG00000168067	27	90	-2.125	-0.02	-0.19	0.17	0	8	0	8.88888888888889	-0.85	-6.12	0.134551672435026	0.925961675996542	0.926804876252382	NA
BREAST	MAP4K3_ENSG00000011566	27	90	-2.6375	-0.33	-0.48	0.15	0	2	0	2.22222222222222	-2.16	-4.06	0.0805714924967819	0.805045587621498	0.807123077008147	NA
BREAST	MAP4K4_ENSG00000071054	27	90	-0.31	0.92	0.95	-0.0299999999999999	3	0	11.1111111111111	0	-0.79	-0.14	-0.139360744555078	0.0669945333083776	0.0671021847908784	NA
BREAST	MAP4K5_ENSG00000012983	27	90	-3.35	0.33	-0.395	0.725	0	1	0	1.11111111111111	-3.07	-3.54	0.25618206788532	0.997347990923399	0.997131092991145	NA
BREAST	MAPK1_ENSG00000100030	27	90	-4.59	-0.78	-1.095	0.315	0	4	0	4.44444444444444	-3.75	-6.36	0.121033263022021	0.903182927672831	0.904360152568647	NA
BREAST	MAPK10_ENSG00000109339	27	90	-1.07125	0.41	0.345	0.0650000000000001	1	3	3.7037037037037	3.33333333333333	-1.17	-4.63	0.048776017419357	0.698452267147534	0.7006861758438	NA
BREAST	MAPK11_ENSG00000185386	27	90	-2.06	-0.275	0.07	-0.345	0	1	0	1.11111111111111	-1.41	-3.21	-0.159906021059404	0.043205542188797	0.0434952916951327	NA
BREAST	MAPK12_ENSG00000188130	27	90	-1.015	1.03	0.56	0.47	1	2	3.7037037037037	2.22222222222222	-1.53	-1.48	0.303649674082892	0.99956288275675	0.999469144664023	NA
BREAST	MAPK13_ENSG00000156711	27	90	-0.74	0.445	0.69	-0.245	0	4	0	4.44444444444444	-0.32	-6.46	-0.1753456842528	0.0298710251403889	0.0302547667855585	NA
BREAST	MAPK14_ENSG00000112062	27	90	-1.195	0.15	0.68	-0.53	4	1	14.8148148148148	1.11111111111111	-1.82	-2.01	-0.244777756276552	0.00390889290519499	0.00423044235033412	NA
BREAST	MAPK3_ENSG00000102882	27	90	-2.895	-0.68	-0.11	-0.57	1	4	3.7037037037037	4.44444444444444	-3.4	-3.77	-0.228552073717007	0.0065963615392491	0.00697892152977685	NA
BREAST	MAPK4_ENSG00000141639	27	90	-3.235	-0.53	-0.22	-0.31	1	3	3.7037037037037	3.33333333333333	-3.33	-5.46	-0.114426202478554	0.109637311248337	0.109503427882097	NA
BREAST	MAPK6_ENSG00000069956	27	90	-1.7	0.4	0.33	0.07	0	1	0	1.11111111111111	-1.11	-2.42	-0.0405455529432185	0.33213077586155	0.332342402885485	NA
BREAST	MAPK7_ENSG00000166484	27	90	-0.87	0.84	0.94	-0.1	0	0	0	0	-0.79	-0.38	-0.0636724892911634	0.247612766793879	0.247449122163755	NA
BREAST	MAPK8_ENSG00000107643	27	90	-1.055	0.21	0.61	-0.4	3	2	11.1111111111111	2.22222222222222	-3.16	-1.57	-0.278412796876767	0.00118487375974941	0.00137059268003727	NA
BREAST	MAPK9_ENSG00000050748	27	90	-0.215	0.85	1.04	-0.19	0	1	0	1.11111111111111	0.12	-0.25	-0.0967110076010121	0.149799948393565	0.149547841000482	NA
BREAST	MAPKAPK2_ENSG00000162889	27	90	-2.295	0.25	0.075	0.175	0	3	0	3.33333333333333	-1.15	-5.18	0.0711801040741773	0.777158591408037	0.779310878030792	NA
BREAST	MAPKAPK3_ENSG00000114738	27	90	-3.71	-1.17	-0.75	-0.42	0	1	0	1.11111111111111	-3.4	-3.86	-0.188007708509949	0.0211823638514057	0.0216052111137099	NA
BREAST	MAPKAPK5_ENSG00000089022	27	90	-2.265	-0.01	-0.19	0.18	0	3	0	3.33333333333333	-1.47	-4.12	0.100616431817915	0.859793028348469	0.861461038819726	NA
BREAST	MARK1_ENSG00000116141	27	90	-1.935	-0.17	-0.02	-0.15	1	0	3.7037037037037	0	-2.02	-1.83	-0.0390440120905209	0.337991604399765	0.338236027280408	NA
BREAST	MARK2_ENSG00000072518	27	90	-1.845	-0.28	-0.01	-0.27	0	7	0	7.77777777777778	-1.83	-3.38	-0.150174904286332	0.0530332574101432	0.0532422046213874	NA
BREAST	MARK3_ENSG00000075413	27	90	-3.64	-1.39	-1.165	-0.225	1	2	3.7037037037037	2.22222222222222	-3.7	-7.97	-0.111425603735256	0.115840404012688	0.115681395063389	NA
BREAST	MARK4_ENSG00000007047	27	90	-3.47	-0.47	-1.02	0.55	0	2	0	2.22222222222222	-2.28	-8.49	0.210834900383393	0.988748094370942	0.98851688871606	NA
BREAST	MAST2_ENSG00000086015	27	90	-2.125	-0.06	-0.295	0.235	0	3	0	3.33333333333333	-1.81	-5.64	0.110821812379637	0.88288223628757	0.884312049213239	NA
BREAST	MAST3_ENSG00000099308	27	90	-1.6325	-0.04	0.365	-0.405	1	1	3.7037037037037	1.11111111111111	-2.13	-1.93	-0.187379501179763	0.0219963422052835	0.0224222100321903	NA
BREAST	MAST4_ENSG00000069020	27	90	-0.665	0.72	0.755	-0.035	1	2	3.7037037037037	2.22222222222222	-0.87	-0.95	0.0312356193041501	0.630930551579421	0.632940958189447	NA
BREAST	MASTL_ENSG00000120539	27	90	-2.985	-0.21	-0.415	0.205	0	5	0	5.55555555555556	-2.3	-11.4	0.11683147883905	0.89516227815455	0.896444310814832	NA
BREAST	MATK_ENSG00000007264	27	90	-2.255	-0.32	-0.095	-0.225	1	1	3.7037037037037	1.11111111111111	-2.26	-2.31	-0.103614860160602	0.133127521864854	0.132911878666397	NA
BREAST	MELK_ENSG00000165304	27	90	-0.955	0.32	0.54	-0.22	2	3	7.40740740740741	3.33333333333333	-1.14	-1.67	-0.11622829693328	0.108045275268077	0.107934438757434	NA
BREAST	MERTK_ENSG00000153208	27	90	-3.72	0.05	-0.79	0.84	0	3	0	3.33333333333333	-2.68	-4.95	0.300931902581394	0.999511204985362	0.999411447253986	NA
BREAST	MET_ENSG00000105976	27	90	-1.375	0.41	0.275	0.135	0	1	0	1.11111111111111	-0.99	-2.19	0.133953002977221	0.925047120945648	0.925904777915779	NA
BREAST	TBCK_ENSG00000145348	27	90	-1.615	0.41	0.17	0.24	0	2	0	2.22222222222222	-0.49	-2.02	0.203628014036221	0.986169150642658	0.985967462928516	NA
BREAST	NIM1K_ENSG00000177453	27	90	-1.57	0.36	0.295	0.065	0	4	0	4.44444444444444	-1.2	-1.94	0.0579640379271887	0.732623714160606	0.734842903611236	NA
BREAST	DCLK2_ENSG00000170390	27	90	-2.155	-0.34	-0.27	-0.07	0	1	0	1.11111111111111	-1.66	-5.63	-0.0291327306332755	0.377595677093088	0.378077310274271	NA
BREAST	STK40_ENSG00000196182	27	90	-2.5575	-0.18	-0.3325	0.1525	0	0	0	0	-2.41	-2.21	0.0468512346115072	0.692028400974767	0.694216477403028	NA
BREAST	CAMKV_ENSG00000164076	27	90	-2.79	0.04	-0.68	0.72	1	1	3.7037037037037	1.11111111111111	-3.24	-3.3	0.318659206369559	0.99976873000969	0.999704050288019	NA
BREAST	ALPK3_ENSG00000136383	27	90	-2.15	0.14	-0.32	0.46	0	7	0	7.77777777777778	-1.35	-9.02	0.310557047240274	0.999672541437562	0.999593068659934	NA
BREAST	MINK1_ENSG00000141503	27	90	-3.095	-0.75	-0.98	0.23	1	0	3.7037037037037	0	-3.11	-2.91	0.145360864836692	0.941062392319176	0.941654952387681	NA
BREAST	MKNK1_ENSG00000079277	27	90	-1.54	0.45	0.2	0.25	0	1	0	1.11111111111111	-0.73	-2.14	0.193117328775089	0.98151684486799	0.981382226924674	NA
BREAST	MKNK2_ENSG00000099875	27	90	-1.635	0	0.27	-0.27	2	1	7.40740740740741	1.11111111111111	-2.62	-3.46	-0.204838953231636	0.013365270192743	0.0137992009119258	NA
BREAST	MYLK3_ENSG00000140795	27	90	-1.82	0.06	0.075	-0.015	2	0	7.40740740740741	0	-2.1	-1.8	0.00901015663627405	0.538404631107946	0.539937832127064	NA
BREAST	MOS_ENSG00000172680	27	90	-1.24	0.11	0.275	-0.165	0	1	0	1.11111111111111	-0.65	-1.62	-0.0624698341763764	0.251711499937489	0.251560873725985	NA
BREAST	MPP1_ENSG00000130830	27	90	-1.965	0.8	0.27	0.53	1	2	3.7037037037037	2.22222222222222	-2.11	-2.48	0.252283440535582	0.996966134819814	0.9967399544641	NA
BREAST	MPP2_ENSG00000108852	27	90	-2.705	-0.35	-0.345	-0.005	0	2	0	2.22222222222222	-1.66	-3.74	0.042347736190488	0.674850275730915	0.677002768464546	NA
BREAST	MPP3_ENSG00000161647	27	90	-3.96	-0.38	-0.8	0.42	1	4	3.7037037037037	4.44444444444444	-9.49	-4.81	0.0585643723957433	0.73473850606154	0.736957059628648	NA
BREAST	MST1R_ENSG00000164078	27	90	-3.23	-0.27	-0.78	0.51	0	1	0	1.11111111111111	-2.41	-3.4	0.208727474735178	0.988040526682368	0.987816675632801	NA
BREAST	AGK_ENSG00000006530	27	90	-1.715	0.06	-0.065	0.125	2	0	7.40740740740741	0	-2.14	-1.69	-0.00840936924606126	0.464149089970791	0.465201831921473	NA
BREAST	MUSK_ENSG00000030304	27	90	-4.67	-1.04	-1.305	0.265	0	0	0	0	-3.15	-4.26	0.0940022693608904	0.843298549804979	0.845106731066875	NA
BREAST	MVK_ENSG00000110921	27	90	-2.19375	0.08	-0.005	0.085	0	3	0	3.33333333333333	-1.13	-3.72	0.0524788100001905	0.712082484365566	0.71433130928991	NA
BREAST	MYLK_ENSG00000065534	27	90	-2.825	-0.12	-0.455	0.335	1	3	3.7037037037037	3.33333333333333	-5.56	-5.01	0.195219328985867	0.982540108065359	0.982389624533659	NA
BREAST	MYLK2_ENSG00000101306	27	90	-6.005	-2.2	-2.105	-0.0950000000000002	0	0	0	0	-5.77	-5.52	-0.0258284866487025	0.391111082939512	0.391678613808474	NA
BREAST	MYO3A_ENSG00000095777	27	90	-2.235	-0.29	-0.305	0.015	0	2	0	2.22222222222222	-1.92	-4.08	0.00720812530901924	0.530740604199289	0.532226786349254	NA
BREAST	MYO3B_ENSG00000071909	27	90	-1.06625	0.44	0.53	-0.09	1	3	3.7037037037037	3.33333333333333	-1.67	-5.86	-0.045687785897789	0.313129886190534	0.313257987572389	NA
BREAST	N4BP2_ENSG00000078177	27	90	-0.935	0.52	0.75	-0.23	1	2	3.7037037037037	2.22222222222222	-1.07	-1.13	-0.115905930837532	0.108687845957932	0.108574218691407	NA
BREAST	NAGK_ENSG00000124357	27	90	-4.2975	-0.21	-0.7	0.49	0	3	0	3.33333333333333	-2.74	-8.57	0.0956944460793679	0.846573172347116	0.848382062036448	NA
BREAST	NEK1_ENSG00000137601	27	90	-1.575	0.1	0.21	-0.11	2	4	7.40740740740741	4.44444444444444	-2.26	-4.1	-0.0146071786969566	0.438433693250357	0.439368096052792	NA
BREAST	NEK11_ENSG00000114670	27	90	-4.385	-0.6	-1.425	0.825	0	3	0	3.33333333333333	-4.04	-11.32	0.249573857902378	0.996672694842899	0.996440517010063	NA
BREAST	NEK2_ENSG00000117650	27	90	-2.585	-0.23	-0.48	0.25	0	1	0	1.11111111111111	-1.65	-3.31	0.143561560115851	0.938729294048519	0.939362015179155	NA
BREAST	NEK3_ENSG00000136098	27	90	-3.7825	-0.81	-1.155	0.345	0	1	0	1.11111111111111	-2.41	-4.35	0.0466792781723641	0.689834462232647	0.692091943452987	NA
BREAST	NEK4_ENSG00000114904	27	90	-2.18	-0.16	0.335	-0.495	0	5	0	5.55555555555556	-1.03	-9.13	-0.0525595424491114	0.286784304454036	0.286768912209117	NA
BREAST	NEK5_ENSG00000197168	27	90	-1.11	0.31	0.48	-0.17	0	3	0	3.33333333333333	-0.91	-1.72	0.00420481853959204	0.517943929066969	0.519349919042188	NA
BREAST	NEK6_ENSG00000119408	27	90	-1.25625	0.615	0.715	-0.1	1	1	3.7037037037037	1.11111111111111	-1.61	-1.57	-0.0172874032706469	0.426932829453066	0.427761435968375	NA
BREAST	NEK7_ENSG00000151414	27	90	-3.85	-0.65	-0.07	-0.58	0	0	0	0	-3.4	-2.91	-0.0507558844931056	0.293404909606731	0.293419315452742	NA
BREAST	NEK8_ENSG00000160602	27	90	-5.19	-0.65	-1.605	0.955	0	2	0	2.22222222222222	-2.96	-5.79	0.294022631632285	0.999353719304843	0.999237688063022	NA
BREAST	NEK9_ENSG00000119638	27	90	-2.215	0.19	-0.215	0.405	0	3	0	3.33333333333333	-1.88	-4	0.160380487660805	0.957948008613036	0.958237136135157	NA
BREAST	NLK_ENSG00000087095	27	90	-2.745	-0.145	-0.63	0.485	0	3	0	3.33333333333333	-1.39	-4.23	0.251581851263423	0.996777494111664	0.996545771930269	NA
BREAST	NME1_ENSG00000239672	27	90	-1.4	0.52	0.345	0.175	0	1	0	1.11111111111111	-1.11	-2.85	0.0873975369668056	0.825619053465073	0.827551834755101	NA
BREAST	NME1.NME2_ENSG00000243678	27	90	-0.8875	0.435	0.505	-0.07	1	0	3.7037037037037	0	-0.93	-0.81	-0.0259328498208292	0.391148447279461	0.391739508331704	NA
BREAST	NME3_ENSG00000103024	27	90	-2.705	0.09	-0.085	0.175	1	2	3.7037037037037	2.22222222222222	-2.96	-3.29	0.0378420198208401	0.657288591964405	0.659392499766944	NA
BREAST	NME4_ENSG00000103202	27	90	-1.265	0.7	0.385	0.315	0	4	0	4.44444444444444	-0.59	-2.91	0.230064936050935	0.993708942012777	0.99345130294379	NA
BREAST	NME5_ENSG00000112981	27	90	-0.145	0.87	1.11	-0.24	2	1	7.40740740740741	1.11111111111111	-0.55	-0.45	-0.226764530337075	0.00697369141422958	0.00736207158497692	NA
BREAST	NME6_ENSG00000172113	27	90	-3.7375	-0.54	-0.53	-0.01	2	0	7.40740740740741	0	-6.44	-3.24	-0.0351918755401607	0.353815521741562	0.354172259324529	NA
BREAST	NME7_ENSG00000143156	27	90	-0.9375	0.41	0.66	-0.25	0	1	0	1.11111111111111	-0.37	-2.05	-0.0793901299914522	0.199503497977383	0.199260945796585	NA
BREAST	NPR2_ENSG00000159899	27	90	-0.89	0.4	0.78	-0.38	1	0	3.7037037037037	0	-1.16	-0.41	-0.263098052488123	0.00207874500735413	0.00232436141421154	NA
BREAST	NRBP1_ENSG00000115216	27	90	-2.705	-0.63	-0.34	-0.29	0	6	0	6.66666666666667	-2.66	-6.43	-0.105743063252784	0.130350284153301	0.130159708134092	NA
BREAST	NRBP2_ENSG00000260533	27	90	-4.455	-0.43	-1.235	0.805	0	6	0	6.66666666666667	-3.66	-7.84	0.230654824497829	0.993824596040581	0.993567111092511	NA
BREAST	NRK_ENSG00000123572	27	90	-2.6	0.13	-0.24	0.37	0	3	0	3.33333333333333	-1.73	-6.18	0.29222229661846	0.999305710226121	0.999185225378399	NA
BREAST	NTRK1_ENSG00000198400	27	90	-2.745	-0.75	-0.52	-0.23	1	2	3.7037037037037	2.22222222222222	-2.94	-5.25	-0.0210236594311916	0.410993941291689	0.411691092340847	NA
BREAST	NTRK2_ENSG00000148053	27	90	-0.5575	0.755	0.855	-0.1	1	1	3.7037037037037	1.11111111111111	-0.61	-1.34	-0.101563494215051	0.138997588489358	0.138775632128614	NA
BREAST	NTRK3_ENSG00000140538	27	90	-0.23	1.02	1.005	0.0150000000000001	1	3	3.7037037037037	3.33333333333333	-0.23	-0.43	-0.0072083819001866	0.469258303652448	0.470345342797235	NA
BREAST	NUCKS1_ENSG00000069275	27	90	-0.8	0.76	0.705	0.055	1	3	3.7037037037037	3.33333333333333	-1.21	-1.78	0.0534609638090261	0.716498096414794	0.718714518890937	NA
BREAST	NUP62_ENSG00000213024	27	90	-5.56	-1.49	-2.205	0.715	1	7	3.7037037037037	7.77777777777778	-6.11	-12.1	0.181697336825016	0.975037617183229	0.975012319721392	NA
BREAST	TPD52L3_ENSG00000170777	27	90	-1.645	-0.28	0.23	-0.51	1	4	3.7037037037037	4.44444444444444	-1.95	-2.82	-0.239969605938011	0.00458040329176602	0.00492120761728267	NA
BREAST	OXSR1_ENSG00000172939	27	90	-1.435	0.18	0.27	-0.09	1	1	3.7037037037037	1.11111111111111	-2.24	-2.82	-0.0258292608607062	0.391107900211658	0.391675447862099	NA
BREAST	PIK3R5_ENSG00000141506	27	90	-2.7725	-0.735	-0.465	-0.27	0	1	0	1.11111111111111	-2.4	-3.34	-0.11483421825503	0.109822354948692	0.109695440629782	NA
BREAST	SCYL3_ENSG00000000457	27	90	-2.675	0.28	-0.37	0.65	0	1	0	1.11111111111111	-2.21	-2.92	0.235763998552262	0.994750973620014	0.994496723434285	NA
BREAST	PACSIN1_ENSG00000124507	27	90	-2.08	-0.02	0.045	-0.065	0	3	0	3.33333333333333	-1.21	-3.08	0.0057064325363069	0.524345196634734	0.52579154005373	NA
BREAST	PAK1_ENSG00000149269	27	90	-4.01	-0.63	-1.68	1.05	0	5	0	5.55555555555556	-2.68	-6.55	0.472429006016189	0.999999962301918	0.999999822332992	NA
BREAST	PAK2_ENSG00000180370	27	90	-1.815	0.22	0.115	0.105	1	3	3.7037037037037	3.33333333333333	-3.19	-2.19	-0.0330314788907629	0.362417916782968	0.362826939893005	NA
BREAST	PAK3_ENSG00000077264	27	90	-2.3375	-0.15	-0.385	0.235	0	3	0	3.33333333333333	-1.52	-3.01	0.126064810842828	0.910281182196153	0.911394822750063	NA
BREAST	PAK4_ENSG00000130669	27	90	-1.63	0.1	0.125	-0.025	0	4	0	4.44444444444444	-1.44	-2.18	-0.00540609398176443	0.476934680389104	0.47807294884987	NA
BREAST	PAK6_ENSG00000137843	27	90	-1.555	-0.14	0.32	-0.46	1	2	3.7037037037037	2.22222222222222	-2.12	-2.45	-0.311160652721434	0.00031919058184041	0.000406885289339981	NA
BREAST	PAK7_ENSG00000101349	27	90	-1.65	0.4	0.16	0.24	0	4	0	4.44444444444444	-0.86	-4.18	0.0855971294954814	0.820590895028753	0.822554513590833	NA
BREAST	PANK1_ENSG00000152782	27	90	-1.13	0.51	0.68	-0.17	1	1	3.7037037037037	1.11111111111111	-1.42	-1.5	-0.0477544564361525	0.304574234787234	0.304641761259209	NA
BREAST	PANK2_ENSG00000125779	27	90	-1.775	0.05	0.06	-0.01	1	4	3.7037037037037	4.44444444444444	-1.99	-2.68	0.0468534289562251	0.692036674621085	0.694224818328139	NA
BREAST	PANK3_ENSG00000120137	27	90	-0.72	0.63	0.675	-0.045	1	0	3.7037037037037	0	-0.95	-0.54	-0.0528603778564819	0.285686879273158	0.285666674517558	NA
BREAST	PANK4_ENSG00000157881	27	90	-5.255	-1.02	-1.515	0.495	0	2	0	2.22222222222222	-2.74	-6.28	0.241164630439964	0.995595350897128	0.99534773120835	NA
BREAST	PAPSS1_ENSG00000138801	27	90	-1.06	0.21	0.405	-0.195	1	4	3.7037037037037	4.44444444444444	-1.07	-1.56	-0.0744861943010234	0.212391561553378	0.212143460041265	NA
BREAST	PAPSS2_ENSG00000198682	27	90	-1.645	0.06	0.38	-0.32	0	2	0	2.22222222222222	-0.68	-1.66	-0.136653018269146	0.0708947443664143	0.0709756337685837	NA
BREAST	PASK_ENSG00000115687	27	90	-2.38	-0.13	-0.085	-0.045	1	0	3.7037037037037	0	-5.91	-2.09	-0.0318362446455817	0.366645615484958	0.367059281443748	NA
BREAST	PCK1_ENSG00000124253	27	90	-2.93	-0.34	-0.595	0.255	0	3	0	3.33333333333333	-1.84	-3.58	0.211136026086503	0.988846204945562	0.988614030537465	NA
BREAST	PCK2_ENSG00000100889	27	90	-1.465	0.29	0.14	0.15	0	3	0	3.33333333333333	-0.77	-3.13	0.0994131790347882	0.856882396916076	0.858576891068635	NA
BREAST	CDK16_ENSG00000102225	27	90	-3.02	0.1	-0.165	0.265	1	3	3.7037037037037	3.33333333333333	-3.83	-3.91	0.175698712734808	0.970942888329564	0.97099139116664	NA
BREAST	CDK17_ENSG00000059758	27	90	-2.845	0.27	-0.23	0.5	1	5	3.7037037037037	5.55555555555556	-3.01	-5	0.28171967532197	0.998954956016253	0.998807049273956	NA
BREAST	CDK18_ENSG00000117266	27	90	-6.8	-1.26	-1.62	0.36	0	3	0	3.33333333333333	-4.9	-9.11	0.199718778091573	0.984570823373792	0.984390565054748	NA
BREAST	PDGFRA_ENSG00000134853	27	90	-2.09	0.2	-0.09	0.29	0	1	0	1.11111111111111	-1.37	-3.03	0.15587687792335	0.953349710051661	0.953723347997258	NA
BREAST	PDGFRB_ENSG00000113721	27	90	-3.79	-1.13	-1.17	0.04	0	3	0	3.33333333333333	-2.68	-4.28	0.0588666875430047	0.735800286398422	0.73801846933011	NA
BREAST	PDGFRL_ENSG00000104213	27	90	-0.86	0	0.44	-0.44	3	0	11.1111111111111	0	-1.37	-0.66	-0.258299383533237	0.00246311146018841	0.00272855414190818	NA
BREAST	PDIK1L_ENSG00000175087	27	90	-1.165	0.62	0.35	0.27	0	2	0	2.22222222222222	-0.89	-2.18	0.195522230523353	0.982683550823678	0.982530887342375	NA
BREAST	PDK1_ENSG00000152256	27	90	-1.785	0.02	0.105	-0.085	0	2	0	2.22222222222222	-0.97	-2.23	0.0357409575865323	0.648980350019422	0.651057362600001	NA
BREAST	PDK2_ENSG00000005882	27	90	-2.22	-0.51	0.195	-0.705	0	0	0	0	-2.15	-1.92	-0.317457257410993	0.000243665529130819	0.000317875958254012	NA
BREAST	PDK3_ENSG00000067992	27	90	-1.78	0.09	0.1	-0.01	0	4	0	4.44444444444444	-1.33	-8.19	-0.00480537185972126	0.479495317887968	0.480650624295858	NA
BREAST	PDK4_ENSG00000004799	27	90	-2.475	-0.34	-0.095	-0.245	0	3	0	3.33333333333333	-2.12	-3.78	-0.123138345975701	0.0929702225205221	0.092916717663908	NA
BREAST	PDPK1_ENSG00000140992	27	90	-2.445	-0.42	-0.4	-0.02	0	1	0	1.11111111111111	-2.43	-3.01	0.0913041179659772	0.836221942698268	0.838083124201111	NA
BREAST	PDXK_ENSG00000160209	27	90	-0.765	0.91	0.465	0.445	0	4	0	4.44444444444444	-0.39	-0.96	0.276310434872304	0.998717655488141	0.998554938656036	NA
BREAST	PFKFB1_ENSG00000158571	27	90	-4.38	-1.91	-1.365	-0.545	0	0	0	0	-3.7	-3.83	-0.1994189570901	0.0163120793919543	0.0167590690114732	NA
BREAST	PFKFB2_ENSG00000123836	27	90	-1.42	0.25	0.315	-0.065	0	4	0	4.44444444444444	-0.71	-1.95	0.0606691836484454	0.74208629204373	0.744300828863134	NA
